Date,000660.KQ,ORCL,AMD,INTC,005930.KS,MSFT,NVDA,AAPL,GOOGL,TSLA,AMZN,GOTO.JK,9988.HK,0700.HK,1810.HK,SONY
2025-01-31,179901.0390414481,174.86557329927797,129.25303686070583,21.881153350749642,55068.87642478954,421.5673824293398,135.83768557237687,227.74585348603398,179.57733311112673,325.8938938674155,197.28090664035423,71.55876040534098,82.67789143496177,411.5600848750695,30.845655016601086,19.175016806692376
2025-02-03,179915.62638814538,174.5147503982189,129.05504059425,21.88908094414469,55086.868881569004,418.8529598755603,135.7426233373613,226.56860562884862,179.5874418393385,325.62840753945386,197.10604077027494,71.57663853233348,82.6901745918308,412.20097475037227,30.74511604756117,19.08125939859724
2025-02-04,179826.15588130502,174.50068308416746,129.45825623673858,21.846953819728107,55095.329113149346,418.6335894382944,135.73383429278698,226.29958067479419,179.1981525575147,325.29112323295374,196.91289489153803,71.57587678917398,82.66096149541002,411.8255409220389,30.663085505366325,18.989447304426342
2025-02-05,179970.3081204223,174.90453215453246,129.44974214826317,21.58081345147008,55109.021318558436,421.96285078412063,136.54058693271477,227.35103171430737,180.02315839184547,330.94485450573086,197.3477507395352,71.53240857970525,82.7503951172538,412.29430601326595,30.579424776136875,18.865594785535492
2025-02-06,180686.0993585632,174.96246552399168,128.95930235639304,21.57258035592296,55088.130208960254,422.11194693801565,136.57150052629487,227.75835883192153,180.1042881652293,329.67829447942074,197.36693550904715,71.76080579627111,82.61820616436366,413.03348525148687,30.502641528844833,18.746906736294523
2025-02-07,180959.82201086433,174.9135882705547,128.64134035852925,21.568113342849113,55089.50447970582,422.31078120263095,136.60714078220343,227.64285815111657,180.10901155256593,330.9316218265206,197.03239376141335,71.50571067888497,82.65603428499531,413.13905244323183,30.42342136055231,18.64196930208619
2025-02-10,181368.37974184332,174.9783150020325,128.72241727132345,21.5887258284269,55061.05354004701,422.6404334553564,136.52958522552697,227.70866428437432,180.0138640709489,330.5301956252999,196.79584447465925,71.51637038183911,82.79548175194168,413.6603517027419,30.354133635759354,18.609357653350038
2025-02-11,181488.58470298527,175.0220064193261,128.776184248846,21.67795315348717,55072.48729444043,422.4502344415283,136.5449186967852,227.6220751859291,180.15281970746136,330.5580617436173,196.52417478336318,71.52376236627227,82.71778084109367,412.92300622412364,30.29372565075755,18.54987592641509
2025-02-12,181411.19690706732,175.06008762999545,129.10017195742552,21.600048646019964,55054.91172946876,422.7958246665894,136.63885651966496,227.49236869310215,179.99050545378788,330.23345482802654,197.2359520568564,71.54970489158595,82.97506694448313,412.7048986339963,30.225620474666357,18.484191979805033
2025-02-13,180831.8715275779,175.07164606492108,129.12715954110078,21.632386440069357,55086.70768109313,422.6994653656106,136.65832712937282,227.64336688563816,180.0169888040271,330.1292226901887,197.29230963803712,71.78780907297485,82.87417494286096,412.06165594047127,30.153893623501062,18.414656325833285
2025-02-14,181366.773576217,175.0208105621212,129.05088918776855,21.552541608479178,55105.098293240095,422.7569161909876,136.30839399727626,227.60525352946132,179.75520790564298,330.06808341785916,196.9754573336338,71.652756281274,82.87363294963973,412.1082597045084,30.15754708321765,18.345676279380825
2025-02-17,181567.72683804663,175.05999913420547,129.1614380413247,21.578733222867285,55077.459532186476,422.75482853948375,136.21262118140757,227.62788375799298,179.81568119143108,330.1316382872104,196.60777697391725,71.65580033353626,82.88000658766673,411.57812409783037,30.15900061361026,18.279518259080472
2025-02-18,181695.4560182201,175.02321180424485,129.33860691817597,21.639875336070162,55089.59176018038,422.6947628955185,136.08585500946754,227.68567888441302,179.80781272892762,330.11134735473536,196.5747963518657,71.65135721384314,82.84830987681917,411.6711271538216,30.157398413517512,18.230262008575952
2025-02-19,181670.87811316928,175.04490569413105,129.56475450090085,21.6377250399969,55077.62078875512,422.29040868780214,136.15055894095457,227.6240881374702,179.71953340000275,330.1923163422599,197.18858999932326,71.65318493461798,82.92763182121291,412.0232106120522,30.159159251488745,18.180569560118823
2025-02-20,180451.57236482558,175.04845623826128,129.23945992790362,21.585141646885127,55143.1945033294,421.9566533269786,136.1442795783811,227.63564035877124,179.74053853113128,330.1190053355935,197.25122121289456,71.76425003009959,82.78233016922162,412.03674457363053,30.15922503732145,18.121949945982486
2025-02-21,180377.76942125,174.86803039713124,129.05653429287992,21.559134749670818,55135.749616613284,421.9156442244829,136.14438317178275,227.60782502494953,179.73916629839397,326.0537392419307,196.96327802629247,71.60713234522159,82.7968925380599,412.10412718879104,30.1531869051978,18.06975065918377
2025-02-24,180328.702014775,175.01444803606412,129.06627909881033,21.580570507214464,55134.036857787425,421.8932365037584,135.85113424941284,227.5849658495816,179.77709903224383,326.5750298349745,196.9206944932365,71.62009463232026,82.81443173922565,411.810562565954,30.145728297997266,18.015039730135758
2025-02-25,180644.3243577065,175.01652687351515,129.23046865290658,21.660711610935884,55206.836541447185,421.8185398385447,135.85116490762005,227.67620783767143,179.78340587573751,326.3563231434296,196.84150978859748,71.59528715161768,82.79267158015789,411.27740241023605,30.138269690796733,17.965366399821782
2025-02-26,180968.4095726276,175.09765274745348,129.62122916454652,21.581367312248123,55138.50911314458,422.11069719083594,136.06744340990872,227.46616581559272,179.73202128946238,326.37997550100573,197.53951201682662,71.6563433126959,82.85856019931664,411.040558260303,30.129249997437,17.91698411858324
2025-02-27,180329.94004495972,175.0068130888842,129.56526049947877,21.625953557295592,55113.905337304335,422.0245562735721,135.9043080952168,227.4697154676207,179.72766208823452,324.92360144063053,197.6092000610334,71.75438078602784,82.7496573951916,410.96650485972,30.118113428354263,17.867943003495085
2025-02-28,180740.56406366537,174.95323169296387,129.14595130005955,21.56726136634208,55207.89374633173,422.0033010124595,136.04094501315598,227.4623158978569,179.7298488441239,325.3509049049579,197.32003204760593,71.60917107095466,82.73500717871244,411.56944491178103,30.106976859271526,17.805779486580374
2025-03-03,180897.35853225223,174.9839735918864,128.92641899695747,21.59511688503954,55147.755028095286,421.99813183946515,135.9374902381696,227.4768812229382,179.54430269637623,324.6926565141622,197.13447011465203,71.62210504704639,82.67235687559699,411.6306552413192,30.09584029018879,17.742439914281732
2025-03-04,180762.68927523692,174.98298242574106,129.19650640916078,21.820932868240938,55134.37635541194,422.0462681377994,135.9357902498454,227.50407415055497,178.86383762357104,324.6398288892889,197.0219174919601,71.59727321887786,82.615592177906,411.20556174972205,30.084703721106052,17.68728400129518
2025-03-05,180249.22058920373,175.07185170254357,129.32311599527668,21.619533913415722,55207.66757190427,422.714453684445,136.52734888976937,227.31843296869602,179.34613491437656,330.1369050664681,197.718856977656,71.56578295895761,82.7608068254894,412.21733730397966,30.07939364667982,17.63462540753434
2025-03-06,181048.35783171523,175.07650193684373,128.97693126960982,21.599744584849045,55127.55192433768,422.553387688154,136.5767524670767,227.26237347124265,179.31862695409822,329.0962448268891,197.79376204472948,71.78098115110004,82.57494160551659,412.94121183923505,30.066161072812974,17.580441554393925
2025-03-07,181162.0267977751,175.0197253815059,128.51449988112228,21.529122589979455,55106.9813736804,422.57036409540615,136.6168637501039,227.22487397335462,178.94153688071978,329.812348798195,197.50438096393611,71.52306148403783,82.54509476975792,413.07025028721085,30.053954805247486,17.52493112658158
2025-03-10,181432.13210858658,175.05380464840758,128.36776103546046,21.583505701125006,55118.27273136514,422.8452848505649,136.5379469779214,227.2337437899365,179.28022922474324,330.0568084430102,197.20718559773505,71.53129207427058,82.77255683158167,413.61225362590756,30.041748537681997,17.47353602768605
2025-03-11,181641.89923838445,175.05568361872426,128.59667427076943,21.57791273469358,55085.623923974024,422.7152860359389,136.55210980384442,227.65310584098603,179.30607037546667,330.12312894262936,197.0496871824115,71.53659502176332,82.70874961368563,412.87772952453054,30.035368767101318,17.419091710619412
2025-03-12,181728.29740751063,175.0837887910091,129.07298759014685,21.564028381707086,55064.91860586766,423.0713947702044,136.6450408717359,227.58825671660736,178.7336984281748,329.75998024613,197.79340114288954,71.56074097530825,82.90930753520128,412.65798337742433,30.02316249953583,17.375686361683343
2025-03-13,181062.03577045916,175.0867678329241,129.2665129188349,21.53801789947903,55077.80421979619,422.8650872465164,136.66471378738817,227.76163991202452,179.08789257449985,329.7510445595234,197.87411148190844,71.79730010497603,82.88922905913051,412.01562644677244,30.01678272895515,17.323605661700725
2025-03-14,181653.06326259486,175.02855405213504,129.34078924496364,21.533776516904016,55109.12178527472,422.9019938308322,136.31303203098196,227.7135814913333,178.87855300713628,329.7878239803698,197.58308536174593,71.66091856879501,82.86633565418232,412.0777746817243,30.00457646138966,17.285921360164338
2025-03-17,181978.3937808316,175.06139730514863,129.34231031805155,21.550987311068216,55079.62832908626,422.91647275115633,136.21660989039447,227.76228420852317,178.5003276198286,329.88828667975866,197.22885697555463,71.66281990080434,82.8782108940421,412.16035424386104,29.992370193824172,17.238275972920448
2025-03-18,181699.44833901516,175.01914537139265,129.1200222495009,21.719654598993277,55090.16942551419,422.7976868296663,136.08928529919626,227.89412521034555,178.83479957531821,329.8424397281862,197.2582781806176,71.65739404169369,82.85566832078051,411.6705816516736,29.980163926258683,17.202852567612048
2025-03-19,182170.11463405302,175.03615343492504,129.25920271611372,21.678898949702088,55076.823049692204,422.38245110320054,136.1535089901213,227.82987480492062,178.774126975594,330.00456469456043,197.85800973826082,71.65837660656946,82.93639004517787,412.0551572516893,29.973784155678004,17.166426340031745
2025-03-20,180815.9688977856,175.03566806487538,129.1289269091,21.594305519839498,55141.22094773529,422.03613939406495,136.14681662066448,227.8508523664114,178.39888640604207,329.95521042736107,197.92071796474806,71.76871486797786,82.79229220398969,412.04693352746847,29.961577888112515,17.130954560352624
2025-03-21,181048.90200209562,174.8517637081561,128.95101447092756,21.54625628862691,55132.76173380235,421.98433183202087,136.14656502814643,227.8465572538638,178.7371109127118,325.9105471296399,197.64244183933178,71.6109721057969,82.80788985011863,412.07754423010726,29.955198117531836,17.08042611260867
2025-03-24,180575.20728430225,174.99520355659237,128.96451215447036,21.583752461746975,55130.176653570015,421.95263743608484,135.8530106458856,227.84175872074474,178.80671018473683,326.44772507250593,197.29474729627844,71.62339682641502,82.82631938975436,411.81555156328284,29.942991849966347,17.047608775001276
2025-03-25,181043.0595144999,174.9947153907007,129.11191422969998,21.591477724402203,55202.22223457022,421.86992371261107,135.85277860858665,227.93630141585612,178.42027649617836,326.239461897316,197.31280457421354,71.59812703853919,82.80751455800126,411.2625767370014,29.93078558240086,16.999233179310135
2025-03-26,181077.28118246992,175.0736336417643,129.50391438939744,21.568004224638727,55133.25330923039,422.1539290705799,136.0738131873689,227.73093516001907,178.7114817320259,326.28235874048084,197.899406220933,71.65878561544838,82.87200341343576,411.06668147233677,29.91857931483537,16.967999267578126
2025-03-27,180243.29462942414,174.9808954275228,129.44884397497947,21.55708863654624,55108.090814688134,422.06183334640184,135.90580050812943,227.74061473566326,178.74138295653444,324.83732253536823,197.95090817324456,71.75648116639499,82.76364852149226,410.9671141326159,29.91219954425469,16.967999267578126
2025-03-28,180792.32088130477,174.92568127372428,129.02371547424406,21.55920788361873,55201.60185063179,422.0354325372806,136.05075052195224,227.7385143660298,178.35304619076416,325.27437655522135,197.6846743395372,71.61097739807039,82.7494695094892,411.57172669897153,29.8999932766892,16.967999267578126
2025-03-31,180861.7990829221,174.95501900087163,128.80301310570144,21.651544428410645,55141.056497793346,422.0258381929988,135.93910534878128,227.76589505986374,178.51201022698686,324.6245136421779,197.1242038431348,71.62365848836592,82.68722444222321,411.6323673341624,29.893613506108522,16.967999267578126
